Institution,Generel trivsel,Faglig trivsel,Ro og orden,Social trivsel,Støtte og inspiration,Karaktergennemsnit,Antal karakterer
Herningsholmskolen (Herning),3.71237288253012,3.72080336144579,3.76556225,3.97230973716013,3.30950213939394,7.35940345035971,695
Herningvej Skole (Aalborg),3.70166759241706,3.61617197156399,3.82543443601896,3.99700406635071,3.29246216113745,6.53040289008621,464
Herrestrup Skole og Videnscenter (Odsherred),3.52629596969697,3.36688306060606,3.8051282,3.83847428358209,3.11147190909091,,
Herskindskolen (Skanderborg),3.54409877319588,3.55440997938144,3.56099656701031,3.89218213402062,3.00935017708333,7.09250176086957,322
Herstedlund Skole (Albertslund),3.53254583259912,3.56436286283186,3.64537444933921,3.74655968281938,3.13520861504425,5.92607596606786,501
Herstedvester Skole (Albertslund),3.53206690862944,3.59249830555556,3.62944162436548,3.77544980604535,3.05006043908629,6.56654619314938,1051
Herstedøster Skole (Albertslund),3.55814295627377,3.58526216190477,3.59521546768061,3.8523493844697,3.0882724427481,6.76398174864375,1106
Hillerød Dagbehandlings Skole (Hillerød),3.4765420625,3.57465275,3.67647058823529,3.62777775,3.0178570625,,
"Hillerød Produktionsskole, Biavleren (Hillerød)",3.903448,3.8249998,3.9,4.18,3.5999998,,
Hillerød Vest Skolen (Hillerød),3.56863506334841,3.56507119457014,3.65686274660634,3.906340248307,3.02607685227274,7.63939327737225,959
Hillerødsholmskolen (Hillerød),3.55432566772152,3.61458826898735,3.5820189274448,3.93114451265823,2.92653707911392,7.33760332910322,1182
Himmelev Skole (Roskilde),3.60939311246943,3.6531618630807,3.69004064878049,3.99624810757947,2.96360461124695,8.09826993649689,1433
Hindsholmskolen (Kerteminde),3.39859500862069,3.42789846086956,3.37068965517241,3.80007182758621,2.80884646551724,7.31049873012048,415
Hirtshals undervisningssted (Hjørring),3.65078314375,3.58198158125,3.70104166875,4.01565725,3.17333333125,6.4780850397946,779
Hjallerup Skole (Brønderslev),3.67240166246057,3.61110850788644,3.81039029746835,4.03001351419559,3.1559749778481,7.28701423797139,769
Hjalleseskolen (Odense),3.49547897950819,3.52446100823046,3.58504098360656,3.82711911065574,2.92286106639004,7.08981476441837,1023
Hjerm Landsbyordning (Struer),3.85960591071429,3.78008067857143,3.85267857142857,4.18134919642857,3.49489805357143,,
Hjerting Skole Aura (Esbjerg),3.75718734645669,3.74690645669291,3.80577427559055,4.04735970866142,3.32733407874016,7.7522944065934,1092
Hjordkær Skole (Aabenraa),3.54149874305555,3.43687158333333,3.63136574305556,3.98012042068966,3.00945672535211,6.9397562335165,364
Hjortholm Kostskole (Næstved),3.31836214285714,2.92517,3.59523814285714,3.86759266666667,3.059524,,
Hjortholmskolen (Holbæk),3.5800097254902,3.37601147058824,3.84803921568627,3.87064270588235,3.25256766666667,,
Hjørringskolen (Hjørring),3.40181968831169,3.30336529487179,3.6017316038961,3.71681001935484,2.91973683552632,,
Hobro Søndre Skole og MF10 (Mariagerfjord),3.64944688311688,3.6636980909091,3.74837662012987,3.98740757654724,3.08984797394137,7.04267589367092,1580
Hobrovejens Skole (Randers),3.73528702247191,3.69604275842697,3.90028089325843,4.01577715168539,3.28752005617978,6.36468455590063,322
Holbergskolen (København),3.65595752131148,3.64163927868853,3.79303727960526,3.97116100651467,3.14344649834983,6.91732264786967,798
Holbergskolen (Sorø),3.60699199212598,3.55939872047244,3.65748031496063,3.9235845511811,3.18075553543307,6.27000594056463,673
Holeby Landsbyordning (Lolland),3.88416573684211,3.73527552631579,4.11842105263158,4.04327489473684,3.69172931578947,6.08284840697674,172
Holluf Pile Skole (Odense),3.60334203170029,3.61708162356323,3.69092219020173,3.87609211965813,3.13827363112392,7.09642083401638,976
Holme Skole (Aarhus),3.50573352529183,3.53571727906977,3.62047803875969,3.87744889105058,2.86660183657588,7.46991489533417,793
Holmeagerskolen (Greve),3.65687213670886,3.70037861518989,3.86518987088608,4.02868093164557,2.95737791898734,7.67036817769376,1058
Holmebækskolen (Køge),3.49935245679012,3.45429150617284,3.7283950617284,3.72186950617284,3.09391534567901,6.73398226666666,495
Holmegaard Heldagsskole ApS (Næstved),3.27907396428572,3.2977465,3.65476189285714,3.37420635714286,2.91496585714286,,
"Holmegaardskolen, afd. Fensmark (Næstved)",3.47613992650918,3.48808890288715,3.56714785564304,3.79431493994779,2.94856385185185,6.89787735294117,1003
"Holmegaardskolen, afd. Toksværd (Næstved)",3.57292195945946,3.47664784722222,3.59797297297297,3.86737568,3.27759295890411,6.68544386597939,291
Holmegårdsskolen (Hvidovre),3.44581089353612,3.54938125855513,3.52503168441065,3.81093524621212,2.76079122813688,7.07757763178808,755
Holmehus (Køge),3.33303259375,3.29687496875,3.4609375,3.5719618125,2.9430059375,,
Holmsland Skole (Ringkøbing-Skjern),3.98589723333333,3.898611,4.16666666666667,4.29555556666667,3.53714286666667,,
Holstebro Ungdomsskole og AKT-tilbud (Holstebro),3.19124756,3.06635245833333,3.25320511538462,3.46822228,2.90209516,,
Holte Skole (Rudersdal),3.65908441906474,3.72227000900902,3.75839328597122,3.97609626618705,3.07653732733814,9.07461873487032,347
Hornbæk Skole (Helsingør),3.65572975961539,3.64021470673077,3.7165071722488,4.01499311111111,3.12401857073171,7.3147664859813,856
Hornbæk Skole (Randers),3.67743399644128,3.61343968327403,3.81494661921708,3.9874597544484,3.22492798576512,7.15415614265536,708
Horne Skole (Varde),3.69438162162162,3.65894451351351,3.58108108108108,3.95915916216216,3.42020591891892,,
Horne undervisningssted (Hjørring),3.49889844230769,3.35534932692308,3.54411764705882,3.89416969230769,3.10690945098039,,
Hornslet Skole (Syddjurs),3.56563844327731,3.56509674579833,3.73231792857143,3.9003718721174,2.99825195569621,7.38526788922456,993
Hornsyld Skole (Hedensted),3.68567469491525,3.59725574576271,3.75423728813559,3.91807908474576,3.41234866101695,,
Hornum Skole (Vesthimmerlands),3.54002492198582,3.52516031914893,3.56914893617021,3.84336091489362,3.10702465957447,6.79269115562914,453
"Horsens Byskole, folkeskoleafdeling (Horsens)",3.44470890249433,3.40738234396356,3.53061224716553,3.7048437936508,3.05141877853882,5.9732594132653,784
"Horsens Byskole, specialskoleafdeling (Horsens)",3.80358866666667,3.68452366666667,3.90789473684211,4.00097466666667,3.59147863157895,,
Horslunde Landsbyordning (Lolland),3.40240734615385,3.212912,3.56,3.78170023076923,3.03542856,5.75537085488127,379
Hostruphøj (Mariagerfjord),3.6436778,3.5083332,4.3,3.82,3.1714284,,
Hotherskolen (Stevns),3.50513404102564,3.45588513846154,3.63247863076923,3.84031338461539,3.00383397435898,6.39843552580195,717
Hou Skole (Aalborg),4.105364,4.00694433333333,4.04166666666667,4.43333333333333,3.78571416666667,,
Hou Skole (Odder),3.48292510810811,3.43478116216216,3.58333335135135,3.83738740540541,2.9793437027027,,
Houlkærskolen (Viborg),3.72487754545455,3.74402407142858,3.83271908108108,4.05115254166667,3.17833741031941,7.23558930386052,803
"Hovedgård Skole, folkeskoleafdeling (Horsens)",3.53454051768489,3.45817502572348,3.71623794212219,3.89600749839229,2.99732048553054,7.22138458902437,820
"Hovedgård Skole, specialskoleafdeling (Horsens)",3.45759027777778,3.43454538181818,3.49537037037037,3.797112,2.9946207962963,,
Hovslund Børneunivers (Aabenraa),3.98339337037037,3.89550255555555,3.91666666666667,4.33744855555556,3.60347969230769,,
Humble Skole (Langeland),3.67637153061225,3.55332834693878,3.43367346938776,4.03163265306123,3.44897965306123,6.01619992783505,97
Humlebæk Skole (Fredensborg),3.48518596913581,3.57223801543211,3.51212590092879,3.75962849079756,2.9789547368421,8.12368803531073,708
Humlehøj-Skolen (Sønderborg),3.61008975151515,3.71994764634147,3.73888888484848,3.80326358787879,3.12106339877301,6.68431564036418,659
Humlum Landsbyordning (Struer),3.78039853658537,3.83807575609756,3.72560975609756,4.18536585365854,3.15574907317073,,
Hummeltofteskolen (Lyngby-Taarbæk),3.7723717639485,3.85316767023556,3.81855413247863,4.08050213888889,3.20310491648823,8.34841732634457,1097
Hunderupskolen (Odense),3.62997599666667,3.69423860535118,3.69871794983278,3.96401808305649,3.03365872,8.0036299548219,1151
Hundested Skole (Halsnæs),3.50739720920502,3.48929060251046,3.55614406355932,3.90783147058823,2.9312024789916,6.83884081844802,683
Hundslund Skole (Odder),3.3811224375,3.26624490625,3.29947915625,3.720486125,3.06116065625,,
Hurup Skole (Thisted),3.46057345645645,3.46744109638555,3.45908183532934,3.86830997597598,2.87468974545455,6.99958864539748,956
Husum Skole (København),3.65476918027211,3.65831972789116,3.77618243581081,3.96729329966331,3.14781341156462,6.95883204881101,799
Hvalsø Skole (Lejre),3.46678552201258,3.48605072151899,3.52279874213837,3.83171482075472,2.89702378481013,7.56402934490481,893
Hvide Sande Skole (Ringkøbing-Skjern),3.69233469148936,3.67408593085107,3.81604610106383,4.030526,3.1591945,6.96231429359824,453
Hvidebækskolen (Kalundborg),3.36057545384616,3.28582019083969,3.54743589230769,3.61308310687023,2.93540293076923,5.82492593127148,582
Hvidovre Heldagsskole (Hvidovre),3.17096839534884,3.13947934883721,3.59756097560976,3.31071427906977,2.79579181395349,,
Hvilebjergskolen (Slagelse),3.85226958333333,3.83717735416667,3.796875,4.1847139375,3.42609127083333,,
Hvinningdalskolen (Silkeborg),3.70737885846154,3.69777646153847,3.84538461846154,4.1047094,3.05922344923077,7.67298207807806,999
Hyldgårdsskolen (Ikast-Brande),3.8328347363344,3.81024357371796,3.97695605466238,4.18072270418007,3.27712748709677,7.28571388274932,742
Hyllehøjskolen (Middelfart),3.4495825033557,3.4540187852349,3.50727069127517,3.76295673825503,2.95797381208054,7.07794116232465,499
Hårup Skole (Aarhus),3.56108118226601,3.56813857635469,3.7713464679803,3.862958408867,2.99528500000001,7.20873668490154,457
Hældagerskolen (Vejle),3.60932106582279,3.63687850379748,3.69514767848101,3.91262809620254,3.09414105063292,7.33239447747747,888
Hærvejsskolen (Aabenraa),3.53081975118483,3.51106860570072,3.59554767612293,3.90919656872038,2.96814840380048,6.95060956363636,605
Højboskolen (Skanderborg),3.72989563028169,3.69221425352113,3.87617370774648,4.06259640845071,3.21324611971831,7.22606787096773,682
Højby Skole (Odense),3.37889153977273,3.42024712068966,3.44585687570621,3.71791768361582,2.81030374137931,6.85764043824701,502
Højby Skole (Odsherred),3.41258585714286,3.31981027922078,3.48548387096774,3.71740877272727,3.00348579738562,6.4094023285528,767
Højdevangens Skole (København),3.454623987061,3.55833325598528,3.55415890689013,3.77135548987109,2.82543349353051,7.29618946163368,1616
Høje Kolstrup Skole (Aabenraa),3.53592858215962,3.58308356807512,3.6674528254717,3.78488151643193,3.04679185915493,6.67193963878327,526
Højelse Skole (Køge),3.61807135245902,3.68482543801653,3.66530054098361,3.94912763636364,3.05710413821138,7.03691355038761,387
Højen Skole (Vejle),3.74438525490196,3.70431823529412,3.77124182352941,3.94515249019608,3.47917831372549,,
Højene undervisningssted (Hjørring),3.61832233552631,3.60847728712872,3.64466446864686,3.9334912763158,3.17018288741721,7.14103722707423,1145
Højgårdskolen (Herning),3.71441995762712,3.68078070338983,3.73728813559322,4.03267083898305,3.28551247457627,,
Højmarkskolen (Vejen),3.54430398726114,3.48533512460064,3.60721868471338,3.90920786305734,3.06020622611465,6.33282714814814,918
Højmeskolen (Odense),3.57449624444445,3.56868460443038,3.69232804444444,3.9221420977918,2.99552622611465,6.5944237510204,980
Højslev Skole (Skive),3.41935816528926,3.51800624380165,3.53181189211618,3.74028350205761,2.78680100829876,7.48786951195218,1004
Højvangskolen (Aalborg),3.56743869852941,3.55989708487085,3.75274725274725,3.93321458029198,2.95276610661765,7.39207862962963,459
Højvangskolen (Aarhus),3.58687739356435,3.64517917777779,3.6084983490099,3.92862447277228,3.02381549127182,7.39861287057386,819
"Højvangskolen, Centerklasser (Horsens)",3.65155486440678,3.50303765517241,3.92514123728814,3.98012506779661,3.17471267241379,,
"Højvangskolen, folkeskoleafdeling (Horsens)",3.55658355675676,3.58797423989219,3.71981982162162,3.8917513918919,2.95337461788618,7.49832068376067,936
Høllevang (Tønder),3.80051205263158,3.42499984210526,3.94736842105263,4.17326652631579,3.56516310526316,,
Høng Skole (Kalundborg),3.607173,3.59408208715597,3.57110091743119,3.98453655045872,3.0996068027523,6.47223712065636,1036
Hørsholm Skole (Hørsholm),3.70303510396039,3.77386143811882,3.74092409158416,4.06534064108911,3.08306747890819,8.48227796869071,1054
Hørup Centralskole (Sønderborg),3.54378894551282,3.5448398974359,3.61334405144695,3.90929158842445,2.98153420257234,7.39387412082514,1018
Hørve Skole (Odsherred),3.77870648387097,3.61693532258065,3.83064516129032,4.05761648387097,3.50921651612903,5.82121304819277,166
IDRÆTSAKADEMIETS SPECIALSKOLETILBUD ApS (Herlev),3.2170865,3.1603175,3.4479166875,3.57577166666667,2.63253972222222,,
Idom-Råsted Skole og Børnehus (Holstebro),3.81681208571429,3.80266414285714,3.71428571428571,4.17904762857143,3.3692516,,
Ikast Nordre Skole (Ikast-Brande),3.55081111935484,3.58851883225807,3.53991369902913,3.90565155806453,3.00533979611651,6.75334575495495,555
Ikast Østre Skole (Ikast-Brande),3.69200620104438,3.65328118015667,3.76221640575916,4.023864296875,3.22054581984334,6.68304730997304,742
Isbryderen (København),3.52842282758621,3.46654337931035,3.76436779310345,3.78122606896552,3.11576351724138,,
Isenvad Skole (Ikast-Brande),4.02141863888889,3.85565469444444,4.06944444444445,4.44753086111111,3.56812169444444,,
Ishøj Skole (Ishøj),3.55526477124183,3.60939921568627,3.53267973856209,3.84379084313725,3.09511355555556,7.1701715486111,432
Ishøjgård (Ishøj),3.36442246666667,3.1888888,3.73333333333333,3.5674074,3.07777786666667,,
Islev Skole (Rødovre),3.30350393818182,3.45930454873646,3.41546762589928,3.55014507168459,2.72733749270073,6.86481495092693,917
Issø-skolen (Svendborg),3.52819545408163,3.52036752551021,3.57233502538071,3.86836734693877,3.0179115177665,6.75989445714287,385
Jacob Michaelsens Minde (Rudersdal),3.673226,3.46343542857143,4.27777783333333,3.96938771428571,3.18367342857143,,
Janderup Skole (Varde),3.69298663888889,3.61502411111111,3.65740741666667,4.05709877777778,3.26587302777778,,
Jels Skole (Vejen),3.46348819642857,3.500236125,3.55853174404762,3.81279761309524,2.86816893452381,7.10973042512078,414
Juelsminde Dagskole (Hedensted),3.46989557142857,3.46726185714286,3.67857142857143,3.70708621428571,3.04676871428571,,
Juelsminde Skole (Hedensted),3.51646075257732,3.55804487628867,3.66494845360825,3.8451566974359,2.90287183505155,6.83550053275529,1038
Jyderup Private Heldagsskole (Holbæk),3.691093875,3.498511875,3.953125,4.1246296,3.1999999375,,
Jyderup Skole (Holbæk),3.41976179104478,3.47510761809046,3.48092869651741,3.76421266169154,2.84154230845771,6.56596090438871,638
Jægerspris Skole (Frederikssund),3.50765692380952,3.44150329186603,3.76802884615385,3.82936508571429,2.99858054807693,7.10860271612148,856
KILDEN- Børne- og Ungeunivers (Rebild),3.61318942358079,3.56773745414847,3.75507246521739,3.9327216419214,3.11968944347826,6.90429461437909,153
Kalvebod Fælled Skole (København),3.49923391906006,3.53953872440946,3.43135965263158,3.83851595287959,3.00773336675462,,
"Kalvehave Skole og Børnehus, Kalvehave (Vordingborg)",3.41947564,3.32259516,3.45833334,3.70313494,3.09601551020408,,
Kaløvigskolen (Aarhus),3.43784106666667,3.2333334,3.76666666666667,3.897037,2.83809526666667,,
Kanonskolen (Favrskov),3.0525738,3.3583332,3.15,2.98,2.7571428,,
Karen Blixen Skolen (Kolding),3.66514230882353,3.50572224637681,3.7222222173913,4.03897058823529,3.27717080882353,,
Karensmindeskolen (Rebild),3.66369196428571,3.6975885484694,3.69359626717557,3.97036597186701,3.16502252173914,7.95961237279334,963
Karlslunde Dagskole (Greve),3.546922875,3.39207191489362,3.91840277083333,3.69745370833333,3.31691993617021,,
Karlslunde Skole (Greve),3.56967590990991,3.51981627802691,3.57361734529148,3.91059150224215,3.13061992342342,7.13763510561056,606
Karlsvognen (København),3.6682092,3.40890468,3.92,4.01965811538462,3.29857148,,
Karup Skole (Viborg),3.70020725581396,3.64276465116279,3.81201550387597,3.99741602325581,3.27888518604651,6.62717951948053,385
Kasperskolen (Ballerup),3.58215329545455,3.51699874418605,3.88122605747126,3.94342982954545,3.00320202298851,,
Kastrupgårdsskolen (Tårnby),3.44458949235474,3.42279179447853,3.67099898470948,3.73474831498472,2.92897190214067,6.90142035694822,734
Kathøj Svallerup Skole (Kalundborg),3.58349422891566,3.32943195180723,3.9207317195122,3.89581128395062,3.25496268674699,,
Katrinebjergskolen (Aarhus),3.54877143454039,3.59364289014085,3.73379629444444,3.82104164265928,3.0062733988764,6.91933454022987,696
Katrinedals Skole (København),3.52722359791667,3.59712477754679,3.65817740748441,3.84616292561983,2.89351962133892,7.7804523420446,1301
Kerteminde Byskole (Kerteminde),3.51139446086957,3.55670971304349,3.57210144782609,3.82995169565217,2.96969694372295,7.58358984172662,417
Kibæk Skole (Herning),3.54351978421053,3.49945686842106,3.67280701578947,3.84468672105263,3.08934835263158,7.05153017619048,420
Kildebakken (Bornholm),3.44569444444444,3.31396218518519,3.59770113793103,3.75222223333333,3.01360546428572,,
Kildebakkeskolen (Herning),4.27517294117647,4.17787107352941,4.16544117647059,4.59558823529412,3.98949580882353,,
Kildebjergskolen (Holbæk),3.40496609580838,3.41150077380952,3.4077380952381,3.74480819642857,2.90490449700599,6.68948528479999,625
"Kildegårdskolen, afd. Vest (Herlev)",3.31599426811594,3.33189497472924,3.39969696727273,3.60861596402878,2.80672726545455,6.72649587630827,1051
"Kildegårdskolen, afd. Øst (Herlev)",3.34353147959184,3.4158565257732,3.47448979591837,3.61230967346939,2.79995135714286,,
Kildeskolen (Ringsted),3.31804184375,3.300781125,3.3125,3.55,3.0089285625,,
Kildevældsskolen (København),3.48656571936759,3.47679280321285,3.60573122529644,3.7768424047619,3.03453802788844,6.41978596623793,622
Kirke Helsinge Skole (Kalundborg),3.84061639655172,3.67337156896552,3.79310344827586,4.24118774137931,3.47393263793104,6.10409210676157,281
Kirke Hyllinge Skole (Lejre),3.363302555,3.36240172727273,3.40954773869347,3.77133334,2.76423811,6.91880342215988,713
Kirke Saaby Skole (Lejre),3.2845129375,3.33492984375,3.384765625,3.5562778984375,2.7813430390625,7.01184523573201,403
Kirkebakkeskolen (Vejle),3.6124947995169,3.65058030361447,3.76529790821256,3.95146844685991,3.00851161835749,7.59898297378276,1068
Kirkebjerg Skole (København),3.53659701010101,3.56086938289207,3.74898785425101,3.83551909109312,2.96671976876269,7.54394526810912,1063
Kirkemosegaard (Greve),2.96565264,2.81619048,3.39583333333333,3.178,2.584381,,
Kirkeskovsskolen (Slagelse),4.20459766666667,4.0666666,4.16666666666667,4.48666666666667,3.98095226666667,,
"Kirstinebjergskolen, Bøgeskovvej (Fredericia)",3.83220445,3.708928475,3.93125,4.135,3.478571475,,
"Kirstinebjergskolen, Havepladsvej (Fredericia)",3.43991097763578,3.36649434083601,3.69462193929712,3.74050154313099,2.94003355448718,6.57954173495607,1479
"Kirstinebjergskolen, Høgevej (Fredericia)",3.50944822857143,3.50800255797102,3.61990407913669,3.72036941007194,3.15260204285714,6.65285672000001,325
"Kirstinebjergskolen, Indre Ringvej (Fredericia)",3.44109710559006,3.42287036024845,3.51552795031056,3.68306468322981,3.0702750931677,6.39875733043479,230
Kirstinedalsskolen (Køge),3.51767737065637,3.57563266795367,3.57303732046332,3.83192597674419,2.97293617760618,6.53238052,825
Kirstinehøjskolen (Tårnby),3.5502376,3.54319284615385,3.63,3.83009524,3.23690466666667,,
Klarup Skole (Aalborg),3.73269748283753,3.72404316210047,3.6987032791762,4.08789229680365,3.25852994954129,7.29118862634729,835
Klassen på Skærgården (Børneskolen) (Herning),3.186106875,2.675595125,4.1875,3.34693871428571,3.09523816666667,,
Kliplev Skole (Aabenraa),4.09572438983051,3.97670346551724,4.12570622033898,4.36234194915254,3.83958833898305,,
Klokkerholm Skole (Brønderslev),3.52344765693431,3.41967606569343,3.58937198550725,3.90573224087592,3.05060827737226,7.06893957815442,531
Klostermarken Skole (Slagelse),2.91315195652174,3.13609309090909,2.6304347826087,3.15817808695652,2.48695647826087,,
Klostermarksskolen (Roskilde),3.54834025947522,3.66682996470589,3.62061403216374,3.84403026822158,2.95651630116959,8.15320689347078,873
Kløverbakkeskolen (Rebild),3.55993863636364,3.43308072727273,4.02272727272727,3.85909090909091,3.00216445454545,,
Kløvermarkskolen (Haderslev),3.52338419111111,3.5992097522124,3.75222222222222,3.87266470353982,2.80325925777778,6.88201177195121,820
Knudsøskolen (Skanderborg),3.72363837878788,3.63097052307693,3.75378787878788,4.06351009090909,3.33178213636364,,
Kokkedal Skole (Fredensborg),3.51948141288783,3.5391523904762,3.58969769212411,3.78086262142858,3.07948628400955,7.45359302932097,648
Koldby Skole (Thisted),3.65773508333333,3.53213163888889,3.54166666666667,4.19467591666667,3.11044977777778,6.5141191627907,86
Kolind skole (Syddjurs),3.24886762893082,3.28975732704402,3.28854166875,3.60796626875,2.65366877358491,6.4546078548387,620
Kollegievejens Skole (Aalborg),3.99906220512821,3.79847531578947,4.32017544736842,4.2768275,3.66166061538461,,
Kollerup Skole (Vejle),3.15698703448276,3.18130806896552,3.2011494137931,3.25124520689655,2.96223313793103,,
Kollund Skole og Børnehus (Aabenraa),3.27298703030303,3.352380875,3.30808081818182,3.59015151515151,2.70851360606061,,
Kompasset (København),3.28409862068966,3.32032013793103,3.53735631034483,3.45047893103448,2.8464695862069,,
Kongehøjskolen (Aabenraa),3.5814954520202,3.60590719444445,3.60768261964736,3.90417516120907,3.07624455808081,6.91831921762349,749
Kongerslev Skole (Aalborg),3.66028363636364,3.6355536741573,3.58049242045455,4.09619226966292,3.09172075,6.86662000970875,309
Kongeskærskolen (Bornholm),3.76744825757576,3.67011263909774,3.96654040151515,3.99689753787879,3.41988903007519,7.0223286286201,587
Kongevejens Skole (Lyngby-Taarbæk),3.61400704883721,3.68162503488373,3.74844961162791,3.97454503488373,2.9430564511628,8.466499574,1000
Kongevejsskolen (Allerød),4.05103582352941,3.73844529411765,4.34803923529412,4.33464052941176,3.82492994117647,,
Kongsbjergskolen (Kolding),3.56373241768293,3.6235693981763,3.59823232424242,3.9513633220859,2.94199130909091,7.2018067858099,747
Kornmarkskolen (Hillerød),3.47838913029316,3.48345863843649,3.55483170358306,3.85023861437909,2.91258390163934,7.53807901821192,604
Korsager Skole (København),3.61277427837838,3.61190355978262,3.73831985714286,3.88674925135136,3.13900500813008,6.47249345965769,818
Korsholm Skole (Favrskov),3.45027236585366,3.38574317073171,3.49390243902439,3.92682926829268,2.81184673170732,,
Korshøjskolen (Randers),3.59594475,3.52713285869566,3.80810810810811,3.86015014054054,3.16834883152174,6.40815180782313,588
Korsvejens Skole (Tårnby),3.59028658928571,3.52363758928572,3.62872023660714,3.86751474336283,3.23935509865471,6.67733606362378,723
Korup Skole (Odense),3.62910839097744,3.5429182368421,3.84182389811321,3.94410707865169,3.15853922932331,6.79646975374375,601
Krabbeshus Heldagsskole - ASF Dalgas Alle (Skive),3.638253125,3.50372025,4.07142857142857,4.009375,2.94897957142857,,
Krabbeshus Heldagsskole - ASF Strandvejen (Skive),3.82458871428571,3.68123568571428,4.14705882352941,4.09938774285714,3.37310917647059,,
Kragelundskolen (Aarhus),3.75015431685393,3.79519337528091,3.74699021670429,4.09421934304933,3.19901328603605,8.16783953445514,1248
Kristrup Skole (Randers),3.54889859917355,3.51584176033058,3.69111570661157,3.85267775206611,3.06929359917356,6.80818369820973,391
Kroggårdsskolen (Odense),3.5682451957672,3.55569229708224,3.74228394973545,3.92730137994724,2.9689972010582,7.22043311940297,1005
Krogårdskolen (Greve),3.46067940336134,3.52754361235956,3.48225956862745,3.72890285754191,3.00026903107344,7.30390610857909,746
"Kulsbjerg Skole, Nyråd (Vordingborg)",3.73804503333333,3.72337291111111,3.57777777777778,4.05838625555556,3.39444442222222,,
"Kulsbjerg Skole, Stensved (Vordingborg)",3.34918376923077,3.34507279638009,3.3631221719457,3.72418668918919,2.79240467420815,6.39181586612022,1098
Kvaglundskolen Signatur (Esbjerg),3.5065575,3.44315648181818,3.6189394,3.76504328181818,3.13497832727273,6.275999562,500
Kærbyskolen (Aalborg),3.6930730619469,3.68712584070796,3.75669642857143,3.99227607142857,3.26539115178571,,
Kærholm - specialskole (Frederikssund),3.56981643478261,3.40305376086957,3.78333333333333,3.99014834782609,3.06231882608696,,
L-klasserne (Helsingør),3.11938842857143,3.19146821428571,3.41071428571429,3.31448414285714,2.5816325,,
Langagerskolen (Aarhus),3.50662420353982,3.35673533928571,3.75000000877193,3.84200829565217,3.05459332743363,,
Langebjerggaard (Slagelse),3.5101679,3.375238,3.8916667,3.68643572727273,3.1440476,,
Langebjergskolen (Fredensborg),3.64815000414938,3.65082976763485,3.72107438016529,3.93793717012448,3.19895274688796,7.99662539825581,688
Langelinieskolen (København),3.59502614285714,3.66830701079915,3.60285611279826,3.99213961206897,2.93061966157206,7.56452364441887,869
"Langeskov Skole, afdeling Bakken (Kerteminde)",3.57176800990099,3.55712442244225,3.75548245723684,3.87086934323433,3.05126511551155,7.10729873413566,914
Langholt Skole (Aalborg),3.77617983870968,3.66417038709677,3.73387096774194,4.20645161290323,3.31336403225806,,
Langhøjskolen (Hvidovre),3.49239009090909,3.53852135612537,3.55009496581197,3.81737528285715,2.93559218803419,6.90751321155729,1021
Langhøjskolen (Struer),3.922907,3.85039669333334,3.96283783783784,4.24029629333333,3.5183397972973,6.68716887037037,54
Langmarkskolen (Horsens),3.54554671052632,3.58318282798835,3.65302144444444,3.90430376676385,2.93046361876833,6.96553344532131,887
Langsøskolen (Silkeborg),3.56579720070422,3.54371778521127,3.7526408415493,3.88071484507042,3.02865527464789,7.0957700928899,872
Langå Skole (Randers),3.56162775225225,3.50088376818183,3.83671171171171,3.88189975675676,3.01398544144145,6.87446950875911,685
Lem Stationsskole (Ringkøbing-Skjern),3.51228912727273,3.58352801818182,3.49015151818182,3.80324675454545,3.03490608256881,6.87539429708223,377
Lemtorpskolen (Lemvig),3.51606846195652,3.58553304891305,3.65217391304348,3.78698671195652,2.96933227717391,7.44012353648915,507
Lendum undervisningssted (Hjørring),3.95843972727273,3.78625522727273,4.01136363636364,4.18977272727273,3.79220781818182,,
Lergravsparkens Skole (København),3.4947079278607,3.56967888279303,3.5543837866005,3.81642541687346,2.92406417412935,7.04633888967467,707
"Lille Næstved Skole, afd. Digtervej (Næstved)",3.5897091875,3.58445176655053,3.80121527777778,3.93278770486111,2.97814153124999,7.89471684375,96
"Lille Næstved Skole, afd. Herlufsholmvej (Næstved)",3.65330048396501,3.62512750000001,3.90038872594752,3.97533649122808,3.08202137609329,7.54985261284292,1604
"Lille Næstved Skole, afd. Karrebæk (Næstved)",3.77502747826087,3.74663536956522,3.95108695652174,4.13115941304348,3.20072465217391,7.62873705813953,86
Lille Værløse Skole (Furesø),3.59537580877743,3.61982617295598,3.64229559433962,3.93055431034484,3.06133573584905,7.49872766193548,775
Lillebæltskolen (Middelfart),3.61391434926471,3.67804168382353,3.74080882352941,3.93956144117647,2.99956232352941,7.39331071892654,708
Lillevang Skole (Allerød),3.70185898426966,3.71167100674159,3.8170412,3.98953039461884,3.21176029662922,8.4137874490909,550
Lilleåskolen (Favrskov),3.74042363157895,3.66604,3.82894736842105,4.17027027027027,3.17418539473684,,
Limfjordsskolen Struer (Struer),3.58523190322581,3.49170268449198,3.65840035924933,3.93103688140162,3.16010781940701,7.18817561357702,383
Lind Skole (Herning),3.62975121261682,3.63632611448599,3.70774921962617,3.97474503037383,3.08471850000001,7.46813389865996,1194
Lindbjergskolen (Herning),3.64637875104602,3.64865800419288,3.77871148319328,3.96043284937239,3.12349939075631,7.67811893037975,316
